0,tcp,other,OTH,60,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,1,1,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1,1,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,2,2,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2,2,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,3,3,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3,3,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,4,4,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4,4,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,5,5,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5,5,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,6,6,0.00,0.00,0.00,0.00,1.00,0.00,0.00,6,6,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,7,7,0.00,0.00,0.00,0.00,1.00,0.00,0.00,7,7,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,8,8,0.00,0.00,0.00,0.00,1.00,0.00,0.00,8,8,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,9,9,0.00,0.00,0.00,0.00,1.00,0.00,0.00,9,9,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,10,10,0.00,0.00,0.00,0.00,1.00,0.00,0.00,10,10,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,11,11,0.00,0.00,0.00,0.00,1.00,0.00,0.00,11,11,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,12,12,0.00,0.00,0.00,0.00,1.00,0.00,0.00,12,12,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,13,13,0.00,0.00,0.00,0.00,1.00,0.00,0.00,13,13,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,14,14,0.00,0.00,0.00,0.00,1.00,0.00,0.00,14,14,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,15,15,0.00,0.00,0.00,0.00,1.00,0.00,0.00,15,15,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,16,16,0.00,0.00,0.00,0.00,1.00,0.00,0.00,16,16,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,17,17,0.00,0.00,0.00,0.00,1.00,0.00,0.00,17,17,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,18,18,0.00,0.00,0.00,0.00,1.00,0.00,0.00,18,18,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,ftp_data,OTH,60,0,0,0,0,19,0,0.00,0.00,0.00,0.00,0.00,1.00,0.00,19,0,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,20,19,0.00,0.00,0.00,0.00,0.95,0.05,0.00,20,19,0.95,0.05,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,21,20,0.00,0.00,0.00,0.00,0.95,0.05,0.00,21,20,0.95,0.05,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,22,21,0.00,0.00,0.00,0.00,0.95,0.05,0.00,22,21,0.95,0.05,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,23,22,0.00,0.00,0.00,0.00,0.96,0.04,0.00,23,22,0.96,0.04,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,24,23,0.00,0.00,0.00,0.00,0.96,0.04,0.00,24,23,0.96,0.04,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,25,24,0.00,0.00,0.00,0.00,0.96,0.04,0.00,25,24,0.96,0.04,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,26,25,0.00,0.00,0.00,0.00,0.96,0.04,0.00,26,25,0.96,0.04,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,27,26,0.00,0.00,0.00,0.00,0.96,0.04,0.00,27,26,0.96,0.04,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,28,27,0.00,0.00,0.00,0.00,0.96,0.04,0.00,28,27,0.96,0.04,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,29,28,0.00,0.00,0.00,0.00,0.97,0.03,0.00,29,28,0.97,0.03,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,30,29,0.00,0.00,0.00,0.00,0.97,0.03,0.00,30,29,0.97,0.03,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,31,30,0.00,0.00,0.00,0.00,0.97,0.03,0.00,31,30,0.97,0.03,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,32,31,0.00,0.00,0.00,0.00,0.97,0.03,0.00,32,31,0.97,0.03,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,33,32,0.00,0.00,0.00,0.00,0.97,0.03,0.00,33,32,0.97,0.03,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,34,33,0.00,0.00,0.00,0.00,0.97,0.03,0.00,34,33,0.97,0.03,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,35,34,0.00,0.00,0.00,0.00,0.97,0.03,0.00,35,34,0.97,0.03,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,36,35,0.00,0.00,0.00,0.00,0.97,0.03,0.00,36,35,0.97,0.03,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,37,36,0.00,0.00,0.00,0.00,0.97,0.03,0.00,37,36,0.97,0.03,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,38,37,0.00,0.00,0.00,0.00,0.97,0.03,0.00,38,37,0.97,0.03,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,39,38,0.00,0.00,0.00,0.00,0.97,0.03,0.00,39,38,0.97,0.03,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,40,39,0.00,0.00,0.00,0.00,0.97,0.03,0.00,40,39,0.97,0.03,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,41,40,0.00,0.00,0.00,0.00,0.98,0.02,0.00,41,40,0.98,0.02,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,42,41,0.00,0.00,0.00,0.00,0.98,0.02,0.00,42,41,0.98,0.02,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,43,42,0.00,0.00,0.00,0.00,0.98,0.02,0.00,43,42,0.98,0.02,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,44,43,0.00,0.00,0.00,0.00,0.98,0.02,0.00,44,43,0.98,0.02,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,45,44,0.00,0.00,0.00,0.00,0.98,0.02,0.00,45,44,0.98,0.02,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,46,45,0.00,0.00,0.00,0.00,0.98,0.02,0.00,46,45,0.98,0.02,0.00,0.00,0.00,0.00,0.00,0.00
0,tcp,other,OTH,60,0,0,0,0,47,46,0.00,0.00,0.00,0.00,0.98,0.02,0.00,47,46,0.98,0.02,0.00,0.00,0.00,0.00,0.00,0.00
